name,place_id,city,county,address,website,phone,rating,reviews,photo_ref,heat_source,cold_plunge,dog_friendly,showers,changing_facilities,sea_view,opening_hours
The Hot Nest Sauna,ChIJeZrBpfhhZ0gRtxeswQPecFs,Co. Meath,Meath,"Derrinydaly, Drinadaly, Co. Meath, C15 FN79, Ireland",https://www.thehotnestsauna.com/,085 750 3649,5.0,6,ATCDNfWXRNGZyi_UynvVMijRuwZ2cbc5Y6BbFPX4lYeo8nkBlu7YHydhPEA3qSvj3-3pmCy3Uo70KSMMUrSWIIHBQFNSEn6kofQO-tbnfZih9eGsjG_FXkhqEL9YXR2QrEuXT6eIxwe8TnTQjwAK2XTBa4OKuP3oEEAzdgNVIjVZ3JdEHnyGc0TxFbh_0pR5UPUAx8s3l4TclpQNhVuyKIpESgYcBgdLhVj2-2Wmuj6QtMTVInX5xPhZ4idBL3H4EWoQoTY2nJdu7C-gWXx-RJZ6iQDF45MLeD3NZ7-7thOMK1P2qQ,not listed,yes,no,yes,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: 10:00 AM – 9:30 PM|Thursday: 10:00 AM – 9:30 PM|Friday: 10:00 AM – 9:30 PM|Saturday: 10:00 AM – 9:30 PM|Sunday: 10:00 AM – 9:30 PM
The Hot Rocks Sauna,ChIJW7T-piz5YEgRk3Kbk-e9-z4,Aghalee,Northern Ireland,"2 Derryola Bridge Rd, Aghalee, Craigavon BT67 0DJ, UK",https://thehotrockssauna.co.uk/,07521 272985,5.0,28,ATCDNfUWowaM6iJMbArhDNvMRlCSdrOd7X8kPsO_eARwicqe_Ba20sHHvpJcylc7FEqghlqFpcVmsC7aODkCmbpF8SgmZMrBglpV4mD2RN5kKQLwzsFnm2jE1xjRlPnn0XPVVFJsPf7MLHOFkc7qUSpsknLxCb7cKD2hhoycHUx0lNI2ZlYEFpWn6kIPPfSqM9GQ4i9uE6iA5cHZ3nT2zmWtrICRglMv9Oh_H6WHXRB88yFG8hleFJhe-2uX6xXZRQ_bFmL-n9__6kzq0lyyeZIeGw7tdY1dqD7fNczDIFYeg-FXLg,not listed,no,no,no,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 5:00 – 8:00 PM|Saturday: 1:00 – 6:00 PM|Sunday: 11:00 AM – 6:00 PM
"The Little Gem Stone Cottage Romantic Lakeside Retreat: Hot Tub, Sauna & Kayaks",ChIJDZ5yd56pYEgRKwVm_Jcf6lo,Cavan,Cavan,"Drumlom, Co. Cavan, Ireland",https://www.us.despegar.com/hotels/h-6336940,,,,,not listed,no,no,no,not listed,no,
"The Little Gem Stone Cottage Romantic Lakeside Retreat: Hot Tub, Sauna Kayaks\n",ChIJodxyd56pYEgRsdkkwJ-ZDLQ,Cavan,Cavan,"Drumlom, Co. Cavan, Ireland",,,,,,not listed,no,no,no,not listed,no,
The Mindful Yard Sauna,ChIJ6WA6cwANZ0gR9cPxB_f5n5c,The Liberties,Dublin,"Crostick Alley, The Liberties, Dublin, Ireland",https://mindfulyard.ie/,,4.9,27,ATCDNfUZebc7eb1Y6xkoncMqheTP3xebanJ1cLp6GPTUVsBt9n37PHcKxurGYml2Nm2J2rB0bABo6MmJ3y0hZh1cMpODwf9eH5ybmy35TPP0gx03juRUA3FrY9qRI6r7jXf6beMgIrQ32Iq_fRePso5ZfzWzRT2wFJi20G3mZA4jJ3Aub2yx_UDgnDvV-OYMWOCi_6ueiYVFbPAGIOTmlkkcKAdz2s7uskj42Weeb5q-6WB2aKYPfx8fntztNSt2VqAZpiRxQez_-T8qT3N_GyQwTyh1fwGB2Kcma3oM65ZdCqQICQ,not listed,yes,no,yes,not listed,no,Monday: 6:00 – 9:00 PM|Tuesday: Closed|Wednesday: 6:00 – 9:00 PM|Thursday: 6:00 – 9:00 PM|Friday: 6:00 – 9:00 PM|Saturday: 2:00 – 9:00 PM|Sunday: 5:00 – 8:00 PM
The Nook Sauna,ChIJ8YdBjm4bXkgRhq60pCMvg6M,Cavan,Cavan,"Drumnagran, Tullyvin, Co. Cavan, H16 VH66, Ireland",http://thenooksauna.simplybook.it/,087 334 5023,4.9,34,ATCDNfVbIqhmMOolLUDMxeqAl7AvRv3I5Gq-A7V5HykrcclYWkj_4xJjZBzMt9OxfC8_DKOXfjBRUSTxj_y7qdzrrB-ZwY0TKvsAmtZCtuzcM5-oJFSA2fBDFcszhYURaJ_nKlrhvlmJ9Jdl4liBnFBCzLEfJS4wkzb7RN6Ox3AulnTVWbhwC8scQfNB94oFhPApzNSvIojYN9LYVSMX-wQQE0sXseJZnNxrF0hGhmqnOcUy875g3nxNXEbTZemfVYdr95ivXdRJjsAY334N6oo4v0ZTUcil-qTUKHbXTTBcbOGvbw,not listed,yes,no,yes,not listed,no,Monday: 4:00 – 10:00 PM|Tuesday: 4:00 – 10:00 PM|Wednesday: 5:00 – 10:00 PM|Thursday: 4:00 – 10:00 PM|Friday: 3:00 – 10:00 PM|Saturday: 9:00 AM – 10:00 PM|Sunday: 8:00 AM – 10:00 PM
The Outcast Sauna,ChIJ7SdKugoNZ0gR_KdycTfbgMY,Dublin 7,Dublin,"55A Prussia St, Grangegorman, Dublin 7, D07 HXW6, Ireland",https://outcastssauna.ie/,,5.0,1046,ATCDNfWMU6qZmukkMsS0kIvt8Bw5nDvDLHi3YIShau3HCkles7f27y5mmSLctKao_Ye7lBp7O7ED65dBqeq_OSea88br6LgZlMQXhZ-nXUbv4N18jRzx4MYAyzBJola19wtuz5bvc3GqN0eR0Dj-FBURgIBQaJAaYxJF8_qSbHmkHFe9fc-D7bX38f_lJaGKTEkjsWjeeXebI9ph9VHrvnJmGI8GoHfwNFJ98JyuuRpYSMt6hZ8OAYupcg3Xj5fgyYnamWfiOF1hVDaEheZne1wo4_hd0Oxfe3mYI2izKXFiSZY3sA,not listed,no,no,no,not listed,no,Monday: 10:00 AM – 10:00 PM|Tuesday: 10:00 AM – 10:00 PM|Wednesday: 10:00 AM – 10:00 PM|Thursday: 10:00 AM – 10:00 PM|Friday: 10:00 AM – 10:00 PM|Saturday: 10:00 AM – 7:00 PM|Sunday: 10:00 AM – 7:00 PM
The Recovery Pod Sauna,ChIJW0XJXShRREgRCM8T7yAMZsg,Co. Cork,Cork,"beach, Inchydoney, Co. Cork, P85 AT27, Ireland",https://therecoverypods.com/,085 814 8002,4.5,8,ATCDNfWDhsX8-1tAkchz4Coa8PIXmoT8ltTACLV2sJqEIr_d0oBkluCIVCJl0ZVFTwMA2TmzTmtnJo_ZMBF7yHQZcRKNdh0AhR19lfuscleEMvKinfGPMcwJe5OzPsYTl0ji6EWTmTY4JHlylavz7i_DnCaCzWrL1tJfHBkeSM5f8zpg7Qvb6y3Jb3citZRZHZ1mBUCdbYDcdChVIxXX-RfcrjaBgcZ0KzRPDrJlRNH8QhHMuZZuehdCli4QsCXQBdc2Bx6uX1e4C7QPJqd3vgEvFVIrFqsbafs5aUnvKp_40YPcJw,not listed,no,no,no,not listed,yes,Monday: Closed|Tuesday: Closed|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: 2:30 – 5:30 PM|Saturday: 9:00 AM – 5:00 PM|Sunday: 9:00 AM – 5:00 PM
The Sauna @ Lough Boora,ChIJzyy2apZVXEgRgBaWDQZy_bg,Co. Offaly,Offaly,"Lough Boora Discovery Park, Lea Beg, Blueball, Co. Offaly, R35 K2E7, Ireland",https://calendly.com/the-sauna-at-lough-boora-/shared-sauna-experience,087 138 7812,5.0,3,ATCDNfXa7-zUsZzb9y2g5uNR1cny8B1h884bQLCJuqeXgFEjqT3UR1Wagpe261DGseDfpm8Byqjj-sdJyEsM7vM8GZ-1PDjmjrAXNnMzO94KCcexUN7WannMsm7BLG0D21zo61PYVyQVT8xNxekBuztVAfEOITMSprfpr723BWsSSmbkdZcOf4vAq7de2lQ4Md-h6RgqlApZ-FD59UsWW-D8UcC0V69uGmHpj36Pdyy2kG8v3OJDKY-0FcXhJYYaVNF_PhjZYv7kClIwyGUIZwioEHGS_XCQQudUBx8Il-gOz8XW8Q,not listed,no,no,no,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: 6:00 – 9:00 PM|Friday: Closed|Saturday: 10:00 AM – 4:00 PM|Sunday: 10:00 AM – 4:00 PM
The Sauna Club,ChIJ75GARjLBXUgRi9gvZBJ1G4k,Mullingar,Westmeath,"Patrick St, Mullingar, Co. Westmeath, N91 W1Y2, Ireland",https://www.thesaunaclub.ie/,083 817 9618,5.0,6,ATCDNfWzd87ljw3zg6AxDHdWVuGX-_zP_lbSg7dRKY9cFspWtjoF4qvqpkACzIYlEtT4mYAA7gE3NVphwEqUtgs8eoq55mbTT34MMhpBQznSVoYgHSXSZXzbiNOosIaeZ2-a_nDKwY89Bh4b4twfmfq7vm7kNtcS2DoK0SkhWQPm-iWl7oIFgOm6z5DuRheZtoYBlPYFbtxouupggXicFUit8ro7vkiTUno76hcEUCPrpmrsoqDKAcGi6DYdkSLv_HakKpcoyNN7UzJe7hN-suu0HpTf1YyI-Yg1vL3KbmKT4CArNg,not listed,yes,no,no,not listed,no,Monday: 5:00 – 9:00 PM|Tuesday: 5:00 – 9:00 PM|Wednesday: 5:00 – 9:00 PM|Thursday: 5:00 – 9:00 PM|Friday: 5:00 – 9:00 PM|Saturday: 9:00 AM – 9:00 PM|Sunday: 9:00 AM – 9:00 PM
The Sauna District,ChIJ5ZI3cpdtZ0gRNR2TdItzcHc,Co. Meath,Meath,"Rooske Rd, Castlefarm, Dunboyne, Co. Meath, A86 Y750, Ireland",https://thesaunadistrict.com/,087 338 5534,5.0,51,ATCDNfU8oWhzWDzStBBs0HYlZnGATC8_aDXIu4TOqTz_8VXOq6d9kVHsZBOs72P65aQRvbalo7z16VoTO66ofbF4RRkKgZTqV7cssooXdLE921gBXJwqrrHlrkFUW5_nFyP0G8caE1Z0ICPMdLZUloNegUQ2jFDp_Er_mJHl_I-JB518KQPHjAwsngOlozJoCl7ZPTcqfkyH4YZk4geNLjAFJKXRdRE3cQwKMWatR4UgCZ5NSDN6FpHPJRSNdNOSRwdUnQL3tk8IKSB8TZCmJsFB5W8pJvUoK1qKlhCLIHe3xcKPsg,not listed,yes,no,no,not listed,no,Monday: 10:00 AM – 10:00 PM|Tuesday: 5:00 – 10:00 PM|Wednesday: 5:00 – 10:00 PM|Thursday: 5:00 – 10:00 PM|Friday: 5:00 – 10:00 PM|Saturday: 10:00 AM – 10:00 PM|Sunday: 10:00 AM – 10:00 PM
The Sauna Donabate,ChIJmyqHcwAbZ0gRUyF5EF8AjLE,Co. Dublin,Dublin,"Balcarrick Road, Balcarrick, Donabate, Co. Dublin, K36 V064, Ireland",https://flutterwbdev.azurewebsites.net/?fbclid=PAZnRzaANxtupleHRuA2FlbQIxMQABpx5rg07p7c5_cZy3m8eg9I8_OPf8KS3Uia561uQP1y4yEEKWHGCfDpcUEJC1_aem_O5mF3OhvznUujvw8lxCFyw#/tenantDetails?tenantName=thesauna,,5.0,66,ATCDNfX2z7eU7oh52kHkp2plInWzQ8KgFRe6914pLhH_2lhLFtvpM1xhd-vmU6yHJWyNeXnjACQDx27rwt7VRr-VXJWYFUfPPKViFwsGg9KpEZfrikzBJVHdnkYA25ZUV4v70fozfcx_pzdI78JrUWY-AQ3vCifACHnvQNyQYgf9AA1Qj0eaGfoVzk2da0u8tkVXIU5Gb4Jrdt7__X30sYyu9VqvA682Np0vHl7nSzEylrcUvBf6xauwSuUAfD2tr-MeR6hxVzH00rGTGl9UXDE4ovJ2tLDcjzLur70nVTVpQXug89HSNV3Ugt7Z4FM3nwrRLvLE4f2YL6yMjLYhdU2v4vOLntrSfCfZOYe6Kwra9chyiZ053ZIepBVj__f69C_C09MBzZXiSydibh9EFfL7TC3vdclCID6GjDiJGwI0gr2ZlK7itLQd1sRpk-47rFvP,not listed,yes,no,yes,yes,yes,"Monday: 9:30 AM – 1:30 PM, 5:00 – 9:00 PM|Tuesday: 9:30 AM – 1:30 PM, 5:00 – 9:00 PM|Wednesday: 9:30 AM – 1:30 PM, 5:00 – 9:00 PM|Thursday: 9:30 AM – 1:30 PM, 5:00 – 9:00 PM|Friday: 9:30 AM – 1:30 PM, 5:00 – 9:00 PM|Saturday: 9:00 AM – 9:00 PM|Sunday: 9:00 AM – 9:00 PM"
The Sauna Mill,ChIJkUGm1r2PREgReVJf98CJm7g,Co. Cork,Cork,"Millbrook House, Rearour And Barrettshill, Ballinhassig, Co. Cork, T12 PP2T, Ireland",https://thesaunamill.as.me/schedule.php,085 780 6262,5.0,15,ATCDNfUJpV0yd8JDD4KQaLD68UtbC_8_N_-1aEDD1OwHcTlCHrgkwlqy1GbNMjXnPnXMnqjSAlnZ4A0FdNEqVonLlNG4Nq-cs_FRioSYe1QHOhusdak5pBrKT7abDnUtXNw8r1op6mSvXFJWiz_Feho73LBsvaCkaUaqDxzmnqhpQcqwy9e_uHfQsRecjZR1xhNxGSa2sSZ_wxTQ0ACG8Eaj8BS1bM7jvgXzrzsB_TduZNsXzrnP6e2GPeJIgvmEilPB07B0aSGNYqtaVynsgtwea82m7E5D5AKCDm9mpaRPyN0xDd3yvXgHPAhvUZE0SmmYPdeYejdeYQDkXtT1r-R7OvAiH7bIjWcYkkT4vXBXT3PDC61vJSM0-j4wMEJrED8IWMNJn-Lto0oZ5v8YG-OBhtLHBwYJq-5nGfO96KIcL74nmAxjXf4HPPSZ_wCbkg,wood,yes,no,no,not listed,no,Monday: 6:00 – 10:00 PM|Tuesday: Closed|Wednesday: 6:00 – 10:00 PM|Thursday: 6:00 – 10:00 PM|Friday: Closed|Saturday: 9:00 AM – 4:00 PM|Sunday: 6:00 – 10:00 PM
The Sauna Shack,ChIJhyWFtkTXX0gRYa70Vu-6uJw,162 Glenpark Rd,Northern Ireland,"162 Glenpark Rd, Omagh BT79 7SU, UK",https://www.thesaunashack.uk/,,5.0,25,ATCDNfVPKWSF4z7hCUc5aDZdlJ5g0rTDxv-yJpyqx0Bnf0QZoERsUmK2g4krB60bM7A2Svp1Kyd8tHym-e9PutmknxMVhG5ffunIMbRLt0vuSDDs-Ch3LwgFsMlQ424IshbTBG69mNDYe8g2P7r5FunmBGdKZ3cvYrxoGIf0esN0itmZzqHLEzIaVZh-yvJJ2B_BzOUqIDl944vRMXab72a6WgbloqUp0gm9AusL_YZIRMh_BjtUwV5QleCM-jQey6bBVDR-ShgruQPTRALb4znyxtYlXMd2Uo-4OU1VYaiFfwAgqQ,not listed,yes,no,no,not listed,no,
"The Sauna Snugg | Ballincollig, Cork City",ChIJV1nWzL-TREgRxcbXiQ-M1jw,Cork,Cork,"Powdermills, Cork, P31 PX67, Ireland",https://www.thesaunasnugg.com/,089 610 3817,5.0,16,ATCDNfX1dp_uGtuoFEuY8IVPeKSPAf2s6F1RVWcqqiJg8yN37fLg8yrQlhQTqcaYwpZDnNeQ8yAcMSG6hykNdaZA94po5tzRJkgO3D9nGBPQfVH1AlZBrPIXqJ4ncB2SnDjW-HGbTetlznEV_pfeUdSCRIQOe1_h6v30hRC1PdsdiJkQ0mLuFf-gjQxaewshx6FB0hCV4g5yyVRKGmw3jYwRCE7mdY_xOwG5nfZqXM2mW7EO1B_Tx8m3mXlfX27ZvzLsRop6C5zngouSzL89U0ln3yc6LecfrQOsubsVcxbD-T1goQ,not listed,yes,no,yes,yes,no,"Monday: 4:00 – 10:00 PM|Tuesday: 4:00 – 10:00 PM|Wednesday: 4:00 – 10:00 PM|Thursday: 4:00 – 10:00 PM|Friday: 8:00 – 11:00 AM, 3:00 – 8:30 PM|Saturday: 8:00 AM – 4:00 PM|Sunday: 8:00 AM – 4:00 PM"
The Sauna Snugg | Garrylucas Beach | Cork,ChIJQ77hre1hREgRuVk5wSRp_K0,Garrettstown,Cork,"Garrylucas Beach, Garrettstown, Co. Cork, Ireland",http://www.thesaunasnugg.com/,089 610 3817,5.0,140,ATCDNfXx444mlGNInyBlxFBqUpzNJNa05qgODHkfgcCapGGWTLtlOtg6air5yuwZxTK38lgOyiY4pz4OduLKO50IXLWUMERVHvtTX_E1QIOpaandgh0tfMzgSah-JFR1XSrLm3KG7FM1unZ5qTsi8y-1yWsWWLNMe1Kp-tG9XJ1W57khiNG2dq5uMYBkQz-w9Db5asI9fC9CmBRbmNma0RUTy0FlXQXUOrY76C8obIeYhpWT7NlRK522gCqcdxg15bnx1sQWMi3oEqoZ_c2eAROblZv-qK2Yk9Jym3yt3k-9oLDhkA,not listed,no,no,no,not listed,yes,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: Closed|Saturday: 8:30 AM – 5:00 PM|Sunday: 8:30 AM – 5:00 PM
The Sauna Society,ChIJ8-vXqHifYEgRjZR9f9o9BC8,Monaghan,Monaghan,"Hollywood, Lake Park, Mullatishaughlin, Ballinode, Co. Monaghan, Ireland",http://www.thesaunasociety.ie/,,5.0,3,ATCDNfW6b-LwzVQjIYxIgs5lAimR3O3pan0kYH_YRR-Nd_AWlRY-HrGh2cf5VFgXUe7hxWIAzmnJc-hmdMgsM5UWGBAYWwKQxL9g46E3E7oNYPHAi2d5jhfnkpX-jvg62iVEFXnVJ5IE_-dW9wPSDnVl-nTzf0LCSExLcdUK6SLXQL9IwomnUhI8uDkHjGBXFHfZrIxRaJwDD6x_ya8-ekpk3JV9xCMtYOZuPmsQWDCcK1VKIBIHpdNsI3lEA-BhlE_axaULHsynXwX0-PwqXSHJuzNR9iY1zsvMdcjPsfaiunNirg,not listed,no,no,no,yes,no,Monday: Closed|Tuesday: Closed|Wednesday: 5:00 – 10:00 PM|Thursday: 5:00 – 10:00 PM|Friday: 5:00 – 10:00 PM|Saturday: 9:00 AM – 6:00 PM|Sunday: 9:00 AM – 6:00 PM
The Sauna Society,ChIJRxuYRbELZ0gRZ41SQkVx_4w,Co. Dublin,Dublin,"St Marys College RFC, Templeville Rd, Templeogue, Dublin 6W, Co. Dublin, D6W X652, Ireland",https://www.thesaunasociety.ie/,,4.7,22,ATCDNfUyDyr7uckD-JIt_jFlGen_6ElpMlkR0jibck7yCra8zbVwNA0LN3UNjrcNE9dZBKnuzGHquNv4R3HxxLjBkblYBfKbUgi_dVtezBxKHPo5Okgtq29nJ62SKiUFlFshR_SRom-RcBD1tyoC3FyegKfyQ9tUQ5WdvJjFelNAGxnwnCvLNwFGJ5OWFfWtA9yp_b1Y8jOmqAcZqXM0ohYYP1fcJyfEq-0XwVoDaTwz7y3_e0uJheNXvBXrcwSW7L3oNKWydphNwUFGJg304e1Rlk1XLTXQ1MQBRNNViGBByJi5_g,wood,yes,no,no,not listed,no,"Monday: 4:45 – 10:30 PM|Tuesday: 4:45 – 10:30 PM|Wednesday: 4:45 – 10:30 PM|Thursday: 4:45 – 10:30 PM|Friday: 7:00 – 10:30 AM, 4:45 – 10:30 PM|Saturday: 8:30 AM – 9:15 PM|Sunday: 8:30 AM – 9:15 PM"
The Sauna Society,ChIJhU7RQ2u_XUgRPcAZUEaw3ok,Co. Westmeath,Westmeath,"Tudenham Shore, Lough Ennell Caravan Park, Carrick, Carrickwood, Co. Westmeath, N91 P798, Ireland",https://www.thesaunasociety.ie/,,4.9,59,ATCDNfW-bEQVII1Zvi9-rWYRvifKjHkzNz_Zb1JwKONqJ9ZNF8bDDRWw4vY_ZWqKyQYnorpYOv-bklSmFFvcNY43gA8VpUwU88lJm81xuWfAQk-nD_OnvhmYY51IZ6tNQsT1kRAlnkZdl0EY-LgbTwypVYRyU3ewbrLyGKhGNReNd49y9DEOO5SgWAG9dxaY0Et1Aw29iHkdUPTEOeXjmmZBTxBz4Z5uEehoy0nLj9OPE4G5St2VN1TOT9U4_2WBckBQMFZVj7Gr9QjZFGUarTrWWmRzJ86Lm6CeWEpqLpCzqD7Tyg,wood,yes,no,yes,yes,no,Monday: 5:45 – 10:15 PM|Tuesday: 5:45 – 10:15 PM|Wednesday: 5:45 – 10:15 PM|Thursday: 5:45 – 10:15 PM|Friday: 5:45 – 10:15 PM|Saturday: 10:00 AM – 10:00 PM|Sunday: 10:00 AM – 10:00 PM
The Sauna Village,ChIJiyFgdgARZ0gRigVgRndTjHI,Swords,Dublin,"FQ3J+HX, Barrysparks, Swords, Co. Dublin, Ireland",https://www.thesaunavillage.com/,,4.5,34,ATCDNfVR9KT4hb2w4arWASaEfzVgPIgAaC26jIHvICYydTdAFLMheGg3EE3IAGwXADmJGSdSY5xAqVGVb4jv_lwxDfelLW1UuF6_Epn60MoyurOz_gzy5YI3B9RpY2N66Q4-bJIw8Smhjjd9Nx1uJAibaGoVv-073Ac2FOCwHkzeB_D66JsFSwtTBtx3OPK4vqnQALBCgvmue8AAxyhY2PWAo3qYMLazlr7JibSjkalboWjWBLD7PmH8LV3fehD1_i5VMayZkiICrGTbnZ_xb9meN8lL1IMnqYnSUCNkNqctvdiefA,electric,yes,no,yes,yes,no,"Monday: 9:00 AM – 2:00 PM, 4:00 – 10:00 PM|Tuesday: Closed|Wednesday: 9:00 AM – 2:00 PM, 4:00 – 10:00 PM|Thursday: 9:00 AM – 2:00 PM, 4:00 – 10:00 PM|Friday: 9:00 AM – 10:00 PM|Saturday: 10:00 AM – 8:00 PM|Sunday: 10:00 AM – 8:00 PM"
The Sea Sauna,ChIJB-ntZ1sbZ0gR9AjAZ7yc6Pk,Co. Dublin,Dublin,"Tower Bay Beach Car Park, Quay, Portrane, Co. Dublin, K36 RX92, Ireland",https://www.theseasauna.ie/,,4.8,193,ATCDNfU6dlPZNwvES-FrQRRjSZGx59z_ipS3OAjq_UkBQzdUWeiKu2WbHCpcxwXlxuDqw3fsEQhdrJWtak1TpyIxSGVoYqX_9JghAzoTa0omJy4CXYU4Hl-UFn4kvApGaS-EN8GHgjAi_82oq6OHfqbd0j7KARNoqEl4rMa2R1geCkHtULVrIGnsihr6s8Junmfyjzj7gdl6jheV3PCw3lQ-v-Ur-Rhst9tb4MPHJ23DlAkcvGsbXwnTBYxLx3rgEOHRwyGqf3ARY25tcbqedwUGXXj7a2WGCO9ISGQLshp4cAOCcpIkxRdGAnlZUQuFGGvHpsAX2FyqSDAbgMUPDc6_NthfAfd3Z3D-uqIU4wZl_peZzWB27mEn23xGizfUO-GLYrxYUcy56XfBm-ZjQz_yubGXbaQI-ln-7T9nZ_FkMSgUG_Np9JOJ34aoThNuYQ,not listed,yes,no,yes,yes,yes,Monday: 4:00 – 9:00 PM|Tuesday: 4:00 – 9:00 PM|Wednesday: 4:00 – 9:00 PM|Thursday: 4:00 – 9:00 PM|Friday: 8:30 AM – 9:00 PM|Saturday: 8:00 AM – 9:00 PM|Sunday: 8:00 AM – 9:00 PM
The Sea View Sauna Buncrana,ChIJwaURtgH7X0gRKm8NVm20Zu0,Buncrana,Donegal,"Neds Point Fort, Tullyarvan, Buncrana, Co. Donegal, Ireland",https://theseaviewsauna.ie/,083 205 7882,,,ATCDNfUcKfDJDL3X-xuTUKdMtI63QFmiHZxa1pToajpMNyfLMdqAfKbbXyKCD-HY6K516w2xnrfvVZ6cQIv2iG-nK-m_siNWqztCeOvJJJBFxYk7dH2BX60Aohm_Hr15SKjvGw7hsQrp3hTHMAaiRjd7jLzpVgLFB8d7B3TYtYnOv7J-7YubTgXGHJWDjQfDc-zhUlOiB48NI_WYGmr_1q9BZv5EhRUwVNzxifLVA0K-1G5YFB7IIQXWD5IAKf5Ldv-HQ-MLw6D8r7oi4iTfyQeUqKiT7uraJLq8o9X8agXNx8J_hg,not listed,no,no,no,not listed,yes,
The Sea View Sauna Culdaff,ChIJLzE22SqpikgRfpKC31GIbrs,Culdaff,Donegal,"Knock, Culdaff, Co. Donegal, Ireland",http://theseaviewsauna.ie/,083 441 9841,5.0,65,ATCDNfXh8Gjj5NmezAxdV3FNwqh4B-spzRHxwNZ9NmNKUCaKTnSpFv846iU8wLgliH_IO6mn_xSi99ELx-uKjrcDgpKRKxD-HCjPJvOPGAIwAB7GxFr7mPJoZMMkAJ3-c5Zdt7yLoB5UUvu0xkfF6MzoKB0LdFfVK4OMzqDHPrBUbWsAOgyEC_xWnzBrQzR3rtlbySXI-aqEl46MFGCXDREQP3m77QCCpZ8o6saZONhC7ZdZkMBmtuiYvoJjmFzsvL7DvNZDIgJcXUS-wwMWB6DdtGy94tjrSHB5oguwWJ8QR9Vojw,not listed,no,no,no,not listed,yes,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 12:00 – 4:20 PM|Saturday: 9:00 AM – 4:20 PM|Sunday: 9:00 AM – 4:20 PM
The Sea View Sauna Shroove,ChIJpVTw4rEfYEgRsyz52eUk57g,Shrove,Donegal,"The Sea View Sauna, Stroove, Shrove, Co. Donegal, Ireland",http://theseaviewsauna.ie/,07387 924802,4.9,99,ATCDNfWuhbi4enkKyIzvnMm4SAitFP9Fun9WCsB9JYsqyH5O3--EkSycajTwsw_XZcEbg-Rwgf8rOeKpAjEXpZ9alqYb9WFU95XhWTkm7dHeEAZdGH4Lt1szBsI4CmNx2U0IC3132CmxNXUj-rhSQ1FhXzIBI5rNLvSYJUyVoea0cujBMD5PXQ-9IU7Sxpo8lDTsm_VNxrlm3HSbMbrORZbOSsaJID-or3J-pjZKP507_kpHxpe5fZh8qqI9_caac7osNFKw0H4lQSHNPyQ0NGNv0XgyFnSUxFZbhPSWVXErIYFQtg,not listed,yes,no,no,not listed,yes,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 2:45 – 4:20 PM|Saturday: 9:00 AM – 4:20 PM|Sunday: 9:00 AM – 4:20 PM
The Spring Saunas,ChIJsUYwsVp1Z0gRz0QjEV-ebXc,Co. Dublin,Dublin,"Coolmine, Saggart, Co. Dublin, D24 N282, Ireland",https://thespringsaunas.ie/,,5.0,36,ATCDNfXdoUaFHKpQkp4TOF_d4jI9bmUjRvxyym4qFXwbBHxAJQcdf76YCerygX3rPSkLABAypYbMH8Z4FtSNZ1yQAYlqhFRkpOPz1SKCUm2niDCTFhn80J6lV-xxddGzqAcsStsUXb27mc-1vpZ1pD75KbFUka3m1xR4ANbKmNCYL-a0Zs9GB4012AlTmDAEu9DnQWwJldCN1i1_ooYCgGsSTcXLsh0Si105QUjEhch7dv-cL2Dith48lOkfU6tUPeXwqlhWgTTMomubseWLC4IVoA7eEd3zTDJdWv-EopC3QF0GYw,not listed,yes,no,no,not listed,no,Monday: Closed|Tuesday: 7:00 – 10:00 PM|Wednesday: 7:00 – 10:00 PM|Thursday: 7:00 – 10:00 PM|Friday: 7:00 – 10:00 PM|Saturday: 10:00 AM – 5:00 PM|Sunday: 10:00 AM – 3:00 PM
