name,place_id,city,county,category,address,website,phone,rating,reviews_count,photo_ref,heat_source,cold_plunge,outdoor,private_rooms
Live Lagom Sauna,ChIJxUKays8TXkgRww-dvZW78qc,Cavan,Cavan,Leisure & Fitness,"Annagh Lake, Annagh, Co. Cavan, Ireland",http://livelagom.ie/,,5.0,10.0,ATCDNfVPc0-q5fsp1BPkAG4lk4MGkjBmD4uTdS7w9q_-c5VY3ikfF9uN314pdBYP3WrO13k_4jxBYo18npiOc0X_LlKZ_asV3IlaJJxSLhDQaQxgXVFzopgx7PGpU0Ikh6qtaaHyN5KBulLX22GdolKLv1hLVjZAPe8gEpDRengjVdhed__H1B16DQ3HCZtcg1ukgLVmjyo8rkKL-p-xtWMQKTETZKOgNGDfB-kUzb_JPOAd9Dsn-q2uRhX1OKvjceGUrXq7eUa3pLlmTeVTxHD9f9tua_RUI5HRYO3lV5tAHjj9f54nXpnd7DZOThUw9fMTY_al9opJ_oRsU8kr3bvmLVSkBWxmLtK7hXNYcC8J6oBq8EQEM5ps4_ybqlAWOKEDL7CtoseJXo1-1jy7t72DSmKfij1bM4Q4LD8iRacIVU8Apbqw,Wood,False,False,False
Warren Sauna,ChIJQQnguPJTREgRE_v7X4pIDWc,Co. Cork,Cork,Leisure & Fitness,"Betterdayz Sauna, Warren Beach, Creggane, Co. Cork, P85 Y188, Ireland",https://warrensauna.as.me/,089 469 3363,5.0,10.0,ATCDNfUaJBh7C3ODpAJAKpLTu4GzPj83pzEpr_6SQLdwE2mlc-4XJpzA9yDVjBfJ9eTs5C9SFJZ5QAydwmRUtub9-kq72gBsZUXZXe-ngEWPSXNLHFiZ-P131qVDJLjeLPXia99268V9TlQOWlt6QBabbb1dCNqSYcOUWU6_I0w7ACBMhyBvoo499U9DXsMM9Dx0v6TlQREgX6ui5uXIA8f3_IQeYADOBPCBotqmo1l2eCrBD7ewF7P98UehR6CvRG60J7yQ2y0CAN1RsmvAs6IEmKq5sLrqjr7NxBKPS6Ju4CJkzw,,False,False,False
Mercury Sauna Portmarnock,ChIJsQw1b09mZ0gRBLLplU2lA7s,Portmarnock,Dublin,Leisure & Fitness,"Portmarnock Beach North Car Park, Burrow, Portmarnock, Co. Dublin, Ireland",https://www.mercurysauna.com/,089 414 7488,5.0,10.0,ATCDNfWAlXYPRsSgImL49-Utveh6oPo9dwbkZUlOcC7ffhzgpemonLrX8S-LSz877C5CMYqpLSDg78lR7Y1JVhfmVd-KiPQDOjinzAOhHRgHbgqEF9tO-pX6j7GecewrzmNsDlOlNI6rKqsPTZeWxK-KZl1rq6DKCoiHa4fQtrXhgO_5fkN0GKHld8iWNgpThPckgrqqUCpQYNSCHNHWumMwE9hNsPJ9pGAobReC7JiOB7zbh24GFeASLDQWIw1INnDd3MhBteQNY-4B2ZifuSGmzLlZ6V1CtjnFZc4t3IqnMFJ7HQ,,False,False,False
Oakdale Sauna and Wellness,ChIJmw6Tb1alQkgRZOSrW_3zDtg,Wexford,Wexford,Leisure & Fitness,"Oakdale, Longraigue Road, Longgraigue, Foulksmills, Co. Wexford, Y35 W7P2, Ireland",https://www.oakdalesaunaandwellness.com/,085 151 1754,5.0,10.0,ATCDNfUPub7l8VHvsGmL67FRx42cQEcZlfhD-vwpqTo4oqTsTK--gi1Tq57nb1nr9VuWLn6IvnVg9Be6ZzJ_ZSPp9CI3v8yZxuyuHJQj_KZz9COn-wFplR4hivGPapqVY0W6iFyc3ufT5LnRKxroXKNuJYQtsYWznjNuDq0tEltQzOwjMf94m1FzmA4tNzXzTd59On2GSbYRODABGLsxFPt5p_hSfrURn-tArh5-Qo-k6s5FuF9OFXEG_ToPUBgxHOqWSJpid8rr--lqIEaqfNvAyX1szNWgMrbUSI9xxcHZ_jL7Aw,,False,True,False
Cneasú Sauna,ChIJr0isbwAFaEgR30hiqq9K974,Wexford,Wexford,Dedicated Sauna,"Garrylough Lower, Garrylough, Co. Wexford, Ireland",,087 675 7247,5.0,10.0,ATCDNfW4sPJ8LmoRZ50FSKxew1D_hTOudnXO78184DPwY5q_bp4KbLDXCpowhSxEi0V4kWxXS8878NrZ5oj2Y2kFKiV3ptAD5PZCUTHHeN4wnNF5ygrs8QCN2tzBgAFdfEcY7DIeqBdgUUCs5eBiwPaQu7wWNY8sDQbJJqlYifGz5U2tXt5o9Gq2kxVpD9beAtETRHfQjZMVxFs4STu0GM21LasZO5juLcExFaIXzk4SOcE_F2dAExr-vBKFxqZ8MGYb5RVJbPZjkzWHWmIAOfhpCiyuaViUiHfYH2EYZwQnUOnAsiNhY9G9zTsXDvZav_FSu3Nj6oh1LCT4K1BfuHTzCHB1xeHKL_CyQF1uhrzZOtZj5FCj0ID1enIhFPZirPG0OetVBIaYfjm6jmy-I_vGIZGiVc88xHHPg-DdUcILNfEuprT1JgKPALc3QXuoh72h,,False,False,False
RV SAUNA,ChIJU5ZpzTNbZ0gRfwolZwboMfM,Navan,Cavan,Dedicated Sauna,"Waters Lane, Commons Rd, Commons, Navan, Co. Meath, C15 A6P4, Ireland",https://www.facebook.com/share/1BVgXTVh8t/,085 763 0496,5.0,9.0,ATCDNfXNGh_xOaROpYhT1uPz716klybmVz980TikS2h_KrCpPbUaJCybzZxchwlf1k7mACC-A0wdX0qFeHBONo4ZHt69EAUKo_7yHKP6UJB3Nlb2m5_hvLQSbSdk5si01UA_VxmHuyI2tVrDKPdhSjtkXBSfX2JCMU2dGKJxBJhuUGlQhBjkSJrrEFuyBxLiDNhcWdVO924bzlm988uTTv1QlJ6Rr_lsm16L9pLIEX1xHYCojdRaXogYXpWo2UYx0WoAvbPOttUNPt7b2ZX9pWo8PhCPbiwVMlHq_8e4n_NPle5Abg,,True,False,False
Wood Ya Be Well Sauna,ChIJZ-jiAmPfXkgR5ImbqoMIjrQ,Sligo,Cavan,Leisure & Fitness,"Streedagh, Beach, Co. Sligo, Ireland",,083 180 2582,5.0,9.0,ATCDNfX1GMfSa_3iPQW0uqPYDhCz6j8DEziTXBtuyLfHvEF159FsyWlCYOV143EDgEBbeTScgez2fnlc7TScxee1L-XMo7ncnwdxNhp5XgTDF3gaxFp7_ctRnVa-9tQV-rj3Xy1Kt9ijJgU-f9sqVDIQddn59XF_CbM4aVPkEvQo264z6F35iej8ZJrLSzTNm_4gfzfM6MBGVUpREd8iTelP8svduuOdXsStK5qcSoUeSl-LBHFP8KSRd12pMzK4MChExeVrFRt7INyu49FhLpND93nVmhQfpaC2fDqj8Fz6n17w1A,Wood,False,False,False
Inch Sauna - Bothán na Mara,ChIJbd5VGe1RRUgRnsqMOsr4b3I,Inch Beach,Kerry,Leisure & Fitness,"Inch, Inch Beach, Co. Kerry, Ireland",https://www.inchsauna.ie/,087 061 5544,5.0,9.0,ATCDNfUA0TnSVm-G3ARodzdQkQv_-52i9jEtcR4U__5xAtRQlaWUQQ15LkpRrolHBSWkPtl2aalyMx9aYbjHOUHKZUqv1SjcdIdtWyrD652dGBSEJN9RmjnXUFsmoe3M570jGlEpH-WPxJkAkhexvz244dDYFhVGrb66BQ7bV5Oo-8NQJoiZV-6OWHUX-Vm2W9OGpAFSclw1Wuf4A62sjL0Hxd9FYfcHXZav8gNI2O2b4LQ4cnqHS7PhxxXvVRy3Win2o64JBlpRb8X5PP724H0-dOBo7a8lEBNSHQDu9bVtTe9WYCGG37CsrjA4f0WSDLsWH0bW88yuCp38ZocC7FV3A48HLVQJzmCyEvioinmiMJ3AcVq87KSIiZ1bsG33HEPgcsSLQ2OWXa96qQHiRN0rswXKRcdcqf-GoJRtmB8Wm8_QahbR654y_b29MeuTyA,,False,False,False
Freshwell Sauna,ChIJx2nFHNAjXUgRXhJUcmtyhLI,Kilkenny,Kilkenny,Leisure & Fitness,"Millenium Park, Freshford Lots, Freshford, Co. Kilkenny, Ireland",https://freshwellsauna.as.me/schedule/6132d453?fbclid=PAQ0xDSwL3c_JleHRuA2FlbQIxMAABp53iV6xMkgA2s6MZKXRfAZCDhLbB0gdkQT3_wyVtFsg1a84qItoUW6bCh49-_aem_tMEMALN7zVHwntdAY9a7GA,087 799 7056,5.0,9.0,ATCDNfVH5oOiKA0r3vAZary5DPGvHRUwN7cjj46DJWsNbLdIR71_Rp-I76wxyH7l0aIoWrjZsJngPEtwVZYFfff-O3K-SCEl4rArshrvCcSDEm2uniJuitvxX61GdFJ95G6Zc4-1r_JHXNLVbxjMvk7_WmJmnu4lgfkH2L6PsnxM8Vy1CpjmTTNgauMlMbiVTzJmug-NRPTNyafCgWEAAE87u7rMTcG_yYbGIXBoDxM39Wc9M2mSe915-K1f3jsBKOwNkvBFqVgRm4bl679zLSsoXEC8Nk8cskQLRi9-ZXcKwAckFQ,,False,False,False
ONe Degree Sauna and Cold Plunge,ChIJreXnAYhbW0gRKs3QjxP5-AQ,Limerick,Limerick,Leisure & Fitness,"Takumi park, Rosbrien Rd, Dooradoyle, Limerick, V94 K5V2, Ireland",,089 980 3204,5.0,9.0,ATCDNfXx_QPck0ZyaHUS5cw0rPK7EBo_iMOuEzWGnCtvaUxQ_mJsB9jG53YoQtZTkK6Mt8WTLFnbl-WCcYj1sBeRLRE4lIkAfNFFrVRnHVUUnRS-7or06Wv7P5WXmsEEimy9W6BRgE-Jkp7bNJ0nXW3qwzMMd_CBVripJ0MwS8zTjydwdsW7NsN60CjY25IMh_dZaxjronhEje5ico5Q3S45L8gQQpJWYCQnvsDwKMg2IvElveW8IkV_ecygjImz7ZJX5R9k7QmAQDocv1dSXnXV2fg_diuezUkEixnyeTEcDuc,,True,False,False
Wild Finn Sauna,ChIJ44EPUColYUgRGY4eDg7XRcY,192 Grand St,Unknown,Leisure & Fitness,"192 Grand St, Lisburn BT27 4RP, UK",https://www.wildfinnsauna.com/,,5.0,9.0,ATCDNfVurHZvApbvx7nbaB-cXUx0cDZzbuqYqiBE09QnxjKXRIzZShdSJIttAYNvo2EMOiMK8rgRsWCK7V5IgJVfxWEptgq7RRMvuF-L-9fhHl2jwr5uV3WBsKI0SVVo18_QNOErOS84GXHWVNIZeFClo_0ZwYa2WXfogOP0bA8Q9ooSNC1dcjocjYoA9n8W4R4WLl9Qq87h-YKo01tdRN583zxL8568rE5OkPlHNUKK16mZjtWkPhkBSAT9MXOC8a0daAgruG74Rsbu_oW_U_WLLkzI9pPmx-PYZB8VWzToHPozVw,,False,False,False
Birchwood Sauna,ChIJt3eKkWiFXEgRbzSi623gunA,Mountshannon,Clare,Leisure & Fitness,"Mountshannon Harbour, Mountshannon, Co. Clare, Ireland",https://www.instagram.com/birchwoodsauna?igsh=MWFnZWwzM2sxN2NhYQ==,085 230 2387,5.0,8.0,ATCDNfUuPHDw8jMZgaaTjqIfVMNSQwcqNz9LBIxWDatwleVD8qY__zcH_PL6xbASG2AGRJbmG5lbxEAytB6HcaopH8AV8oyM6x_JczBpbJ7y3-IttJUffX9bNhmqy6T5VyroxF3TZLAlFw2ZXbenzF0en37YD_6zcchIhoQCMvpJppKEq_vJNUCoFN4hkC7FXoC4OKU6mu2uW2rT-QOqdaZ5pvbigFKmbOPdxHBnB2t9h5otqEGBh5N7tIZn4cqS6mV2Yrws-WHzSeoDSgAqNSdAR0YYtWgzt8Ppov4PPETdX4dJFQ,Wood,False,False,False
The Badger Sauna,ChIJuZy8awAdRUgRNuUak1bUYao,Inchigeelah,Cork,Leisure & Fitness,"The boat slip, lough allua, Coornahahilly, Inchigeelah, Co. Cork, Ireland",https://www.thebadgersauna.com/,086 860 3556,5.0,8.0,ATCDNfWBgdnjGEnu5h4vRglFZUgmdFQYEmmLPBURddaHQ0mVakBEThQ3oJnV6HypMJGqRLTvwGtC1l1Y6EaVNzXKFgm1MqMe7TTTKnfKv8VL2mWGmOiLKmqLvRb9JRhVb9jlvHsH-FOkm7eWUIgp2ZzibSOvSwtwhP6-nUV5LvAm-ZLeGIK73PstuCmMT4qBhF0rY-Fo0z23SiXTk2G6YhwuAZecSX2fMuEDnnrgTy9OOhcHQKmGBzw3Hi4FSmtkJ-ReId3-sgHOBiPHGGciH-xS0nr5lxvSblDthFvrZ1GETndWvQ,,False,False,False
Sandycove Sauna,ChIJz-kSf4JhREgR43EgioTVydI,Slipway,Cork,Leisure & Fitness,"Sandycove, Slipway, Co. Cork, Ireland",https://www.sandycovesauna.com/,085 848 6375,5.0,8.0,ATCDNfXFm6g0o6sd8EzaeMNY_fa3syM843HoYBO9ut2W5OwfOpqM64fS6e1xU-Qd20yuLN6npAlRn3v7-mmbT2eeoi122JhINVvPKH0TBXFZkKankwY2O590fIaelSkuHUYBSgme9HEv_9cTP7xNtE9M7KuxKFWGbFO5YWq8oeb2kJJnbcKqHoClyBj_0mqoNuTVJA_SN-NwDGQDTNFY53Svd_KlChpp7XIF0esyvNBVgpgO2PWrhFtcF7C7n9Vbjh7rHRVTrzWKebPaPBbBw24TeFM7Q4xcVBLZWdEsIvAKxpC5Uxf0mowO2QCSxKvr5rt6OsfuwR4Ie7y9s0qumNEN5TGa6-2dadh1j4ZZrxsp_o1C73CD_CcuNqo2P74QtR0G1t_5S47hOAUwzSHuMHNha1dZ0AuVaRWOa37SvPynYzcnm1hV,,True,False,False
The Sweaty Yeti Sauna,ChIJAeXWOeovXEgRqqVQFxQe-ak,Longford,Cavan,Leisure & Fitness,"The Distillery Yard, Lanesborough, Co. Longford, Ireland",https://www.thesweatyyeti.ie/,,5.0,7.0,ATCDNfX9aGvZnMiRPQAb_aGd73mZcJ6hGGrvLOu0eiaj1suD82dfdW-7NS5BQDmp_Za7ALglI1GP3xKc5glFhvmmpRSy_PzMgdgHcS6ZE-A_OxgA2Ka2nXDByZQfBIYc0DLs2UV0CZoUTRRmx3_nBLIwF75J5iMupGPpZAHnoQi4crOXdgXylK9HMpblltsEuP7VUMRft7B6dqMYFpe-TeDbMycXpHhddXB-IvxPj2P9O0eNWscDl5t3QnJAFnkI8b1DMd4Jv9If3s_JHAbZw2a--I8KtfYnntQeCJBrIOyWU4t-mg,,False,False,False
Sauna Tree,ChIJPYkGQwB1Z0gRmvvAKHH0PJA,Dublin 24,Dublin,Leisure & Fitness,"Bohernabreena, Dublin 24, D24 NN5V, Ireland",http://www.saunatree.ie/,,5.0,7.0,ATCDNfXIdPf0Fys13xG42OLjsFao_WcP230uEjYm8CbdTb2MDl33dHq1idecU_HM0EyguQtZJfiE40xU2X1KaxRkzDe4wYb5tzmlkKD6KHemu0sF2NeLl6bG5mDx-EjU0LtrwXcZICDCjDlCeo-2c4Y5XJhO_qYfWAVyHYaQZ37IQU9JDKG4nLYgEeFNm6l9UKToSTRXuRcGJk8bQpKCCm2ObxIwpVrPEwRyTBI_jBydAv4BxPkNxezjw_C3U7Om5vAPik96qOc8lGn_Ap8VkbdHeKnkzLyqNojYe4D9uMlO6EzOP9vIUQRPUd9YuC7vxeDKiUgBt07_dUYJhio0GCesIctDz0HCoRLTMCBRF6svWHvu1WYpDizp2Z9EHa5QkXEgpu67WqCmpNcT9NNDI8-5BlhdJ0acXKQXjQrgSZCzhM_tFQ,,True,False,False
La Rive Sauna,ChIJAfNtNQA_XUgR2_b_WW91raU,Kilkenny,Kilkenny,Leisure & Fitness,"The Avalon Hotel, The Square, Castlecomer, Co. Kilkenny, Ireland",https://larivesauna.com/,,5.0,7.0,ATCDNfUBuf8bZ58bU5SKxxwQqNthCsItwbGWEj2PRGQwLEqNb8nk1AIa-WxMkldk0IWIgQ1XykPywP04-SuXBF-fUxkFkvwIjlDM8_PFMAqaZuN_Q9xp8XR_UG1dVHYAvMjzGqrnwEZ37TZN6HLsjNVUjSfvPRhvRPOnScvWb-7ZkOcOMj8RWbLGOeisWllEObqafv21cifFmW1_3S_COMH3oNrIvTh9BAywgCAkzQ0sAabYwzPSOfqKAFf-TWg3-UQnA-Qgn4GrQpF_tjPut0Qm2ZqSgjkBKV_fp793V6LbZ-qJ4x0na-dUZtcngESaO-0UVGO24vYzxHbr8OrhlMEDuso9Pi9vuqnxaTYHs9MnWP1Jwlst1QuAj6DvmSaPsdLzW16t8wxj9F0JwqLMs3pB-FE-5Kh1stIsTHDI3ieI9hIVxrTN3mNJI4OM1gswhg,,True,False,False
Sybil’s Sauna,ChIJpXiMsP3fZ0gRedusxp8OHe8,Wexford,Kilkenny,Leisure & Fitness,"pier, Cahore, Ballygarrett, Co. Wexford, Ireland",http://sybilssauna.ie/,086 378 4955,5.0,7.0,ATCDNfU7AyTzOKPsh_scO4_M0afuJFFAAOpTltlfkDAzv_hvlLSornAfCJzCUAbT3NFq9haO2mdaLtrVy7sUskMHxckLvhhp1B0VUxNsV2DjGk-SwoAQ1OVJtJnKBRdX63lgh3dUwBPAmdczUbYe2iOqy89Ktvu46dZjaEoi6iu4ENQlMqqiL1YJEW47IIGV_2FFjLaCtGY-y5FeUjlF6JfrY695gYuW0B9O7jpMaDCygnbbEwD3sKuRuApMLNLtGVhArox63NFJOyJX7Guyp-kERjwfLrl_7jK85XPc0cQWwKP65AG3SozmrTPUehjO0En2w5vw2am152-Ej7is91zXxWw3L_uEuXzbKqyMPF4-dbllI_CQhmJkltallwTPacKmpRW_uu6NCpN9HacT6nuPl0N0dc07yBko4jS1A58rSSs8jJZk25YMGyP1FQemvVfV,,False,False,False
An Bosca Te - Banagher Sauna,ChIJe1XleVNZXEgR8dUZ_RhItTA,Co. Offaly,Laois,Leisure & Fitness,"The Marina, Curraghavarna And Portavolla, Banagher, Co. Offaly, R42 WY65, Ireland",https://calendly.com/banaghersauna?fbclid=IwAR1lsQo5edfuVgyds5lE32r1BHwX0qYHGaq58N99a4R-rMgjV132YbomJnU,085 173 5204,5.0,7.0,ATCDNfXwKkC6SSROZg_LIDGZuv7tuoGId7bjDCxk8vxai2x-bp9SkcDmWo5RokiTcIvo0j-RjDTPQ98V7ykdJ7z3rEW0FwZ1h2IpmlNGIUVaxmcC5jrcPYNLr3OVoNmHiULDnywvcbBtwZUlj7AdIY2CT4Ja6d7jwO1VRON8ffzvheV5sKcz7APeVvNqtOD9rt8SfmOItlrnZKCOAhAzbAPskA9LviKvtcOz0ZppkSj7bkWUHRrbV2Vs1pYeH3qEaix2ncMLA0Hr8SBBPfLe-Hog0POL446GXXMJxYSk3EcNHObCpA,,False,False,False
Doolin Sauna (Seafoam Sauna),ChIJGc--pogBW0gRIsgGQRz0Ibk,Doolin,Carlow,Leisure & Fitness,"Doolin pier, Ballaghaline, Doolin, Co. Clare, Ireland",https://wildatlanticseaweedbaths.com/product/seafoam-sauna/,089 979 7532,5.0,6.0,ATCDNfW7oqDcGKyqIMkiOWa0jWg6vunbYMTSbus9mfrSIDMY8jJ6DPBuOUIYVjsFnkQxxNjTdsf03jubeQOAJK6DgdvGvJnnOgVbjeS8xn8aGRS2-qed4szMDVyMOtNZMa3bqISOi2WW3Id6M6_cJ9aznd16Lr5pe3tSXCNTDhcPhNeSi4zWkFY2338H191ZCraN3WXhQgiz3kqIol_yK6HHML_GHcJhPC9WbBFQqhDS-Q65vS5MG51y9WYbPn7_Own6sUIEQNbpoKZZeElhjoQZQvkPx7gBL-FUKIndqBy4iaKrdQ,,True,False,False
The Sauna Club,ChIJ75GARjLBXUgRi9gvZBJ1G4k,Mullingar,Cavan,Leisure & Fitness,"Patrick St, Mullingar, Co. Westmeath, N91 W1Y2, Ireland",https://www.thesaunaclub.ie/,083 817 9618,5.0,6.0,ATCDNfXRrUM9exq81K_Sus8_04_GkUomaUyBkNzB5tGjk5QmRJ8Q_48CqIG_q4H6ZDLRSke3z9pzdTdqic9mJRhBSYEr-g-eL9z0k6dGDZIQ6_x_DVvSz2JI9AZkCOFz8DFVgN4PqPOEGHxDalxB2ADSLcPjFC3OUcoIj66BCq1Ra5p-OulCOcNHzaFhIxhJgdkuGqIDjmPzwJofl8W4j1kwuI7DacRpjvVROxxnMjH5IgfVpBsWqijOtUUdBPrlI9n5HBwtTXA_Z-PucGPiLMuZ8AQRub1FLQZVsvbqfBbHcor3tw,,True,False,False
Only Heat And Horses Sauna,ChIJ15Mv7oJjREgR0U4zGGOZaeQ,Cork,Cork,Leisure & Fitness,"Oysterhaven Bay Beach, Kinure, Cork, P17 AX62, Ireland",https://www.onlyheatandhorsessauna.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8563078447123156656,087 193 4138,5.0,6.0,AcnlKN1MNTeD1fzRqlUqIm7KyHcwcJedjbp_tjdSDbNHl11NHS8nzdZUpSdoXuVfWsV37InTFfALVtnFqHi5DdV50FJHL85rw0RE0hJZR4ab3DoR6WaDIaziyYZjDpDRfGyoMSbokDUEbdAKQkRD_ZljEchfL1YnjBkah_3NR84ix02F-IvKvBnPjwatZyavPNT5fC1a5ldcUgyisDNF36JUrFVXbXfdbDPfBs-5EKX-7S0p-yIZeppg3JSzVZ0UYYWO8CV-gCaXG1DmQLZd2vGlKI8V7ns31ea87DqgihaBi9WUP8bLxUXA4lYwzZC6osueEEdNCzC2p2eOUAYq5uTTcLV5XUwyBgXR1qy8br1wcQB7GGEpqfA9BGQH6K8HetXPDM0z2KvNCCG1HurQ0uj_8MroH0bCALtivzkm1VR4ztnSYFiUifxN-Eeq5yFB_Q,,False,False,False
Béal Geal Sauna & Coffee (Splashsports),ChIJYyUPdc2tWkgRNr1LiuHwAGk,Castlegregory,Kerry,Leisure & Fitness,"Magherabeg, Castlegregory, Co. Kerry, Ireland",https://www.splashsports.ie/,087 277 8236,5.0,6.0,ATCDNfWPc1AEfk6Se6lkS4i4CrMHcus7GUlx3kVXNqn1Z_hlAnNREtMx25pAXsY3cBYZJsLQaa65Jm0ZC08vEw-Tq4kCW_lMIFLdkeUDjacSYWFXRG3THFIqyZC7jXsQ09_x2bcxMHwb2TIYhiAB14lYOl2x-Q9hr3iG8iou7A_b3fwTc1b44jNW4fKkLMr6Op0HVLBy0E4JrxdfqvcO-gMxmdITx2SP82gkOfNDR01IU23P20TpuKHqHp3Zrba-5slsw_9EhM0rkZLBo85CySLe5lG_bcDZwVZH4s3uFthyUoazug,,True,True,False
The Hot Nest Sauna,ChIJeZrBpfhhZ0gRtxeswQPecFs,Co. Meath,Kildare,Leisure & Fitness,"Derrinydaly, Drinadaly, Co. Meath, C15 FN79, Ireland",https://www.thehotnestsauna.com/,085 750 3649,5.0,6.0,ATCDNfWjpwyYTLMzyYIHo1zS8tGTLVSQAfQygqJgpym2CC96l1nv8gODq84oyfwy7kr6Z69UdzQd4XEL7WRnMqxQroA0MMuSrp9O1JA10eTCgvfn8FkZbQtmRDciytntWxfUTkRwLDrzQE3dMkKtNv-NFE8oTUuGqoaTt_J0hwoAXcyFtm42DJiH4SOrhKe_uXkNiiHtxrh-GN1cZp8YODepx09XNjxcM4fCOfcYO7j_TnbgVecTkOBNY99bs1PxyfJERgOtdEpflbBMDBhnLPoslzZzS9xOJhcDfI8vH2sEM2uQdg,,True,True,False
Barrow Sauna,ChIJWw8fdwAJXUgR5S3BiRlmrsE,Boleybeg,Kildare,Leisure & Fitness,"4GFX+FV, Glenbarrow, Boleybeg, Co. Laois, Ireland",https://www.instagram.com/barrowsauna?igsh=MXRoMG5zMjFmdmhoNg==,,5.0,6.0,ATCDNfUSPbpAI2fM92T9kaFKGNlj7l7X3xQPUr9LJQ-jXAC5P6D0EZS62Bav-lL3RHKAqvBlRLqkQkir8bqPUPwW-57WQp4adMilD_pIafYiU-j_XIOC6aYo9-MHb3W53O7PidwCnhJT9roTudWw4b8Sr1RRSee8Kae1VftNOhPlr6c3gIfbGiWg8weTAhA6-PHN9EzL0Vplgt3LF8AynzMQJz5EeJGgGfdy28sL-AlrSxTg0Z_DdMf4V81Sbuy3DKtSJP7V0kV7BrvTc3zteS640sqClaayT7H0HTLrqzsCrFT9oRSYK_1AzI5blfUfABrLEF3txQQGMxU-UQi9FaW0ku4tTFSQNk_ACiaR4Sn3BnZ355GLi6z4__3j08W1B1ePaUzgzsMBGm-SNZpmQiYVHpJCqxQfZe1ghOzHi1v27vvZByDZgS29aNVRHedo3utY,,False,False,False
The Stove Sauna,ChIJsx0ntordQkgRdZ1qrDBOW_I,Ballyscanlan,Waterford,Leisure & Fitness,"lough (lower lake, Ballyscanlan, Waterford, Ireland",https://www.instagram.com/thestovesauna/profilecard/?igsh=eGE3Y2Z2b2hsNW5x,083 484 2791,5.0,6.0,ATCDNfV9nKAC_26YRF9jvA0yiEeBMOZoe0g9Bz0rLpnFr7R6dd6iHguGlqTzPByBJcvTAxxKgwcRmzl8qD4kS5VoCvQ6BAoCwRsNT3eCyiHKFcsrZGbo1ndruJOlc8i6cwFN1e0h1fbHRIu1Ys_HQpJhtdcjotH3HhPom7V0LGRvIUgZrKJMctjinb8J0a-RXbIn6pE4yK1RFjfyjRJw29-XVOqK9YC53L3so5rl-LaYPFKEfrA6_cZlziy-XMwU18tmPo4MH9hBX_hxB7Y4q8hBIylq671PXvJO6WQD9hzoGdgnaan9T_7-lHXAkWNLeTb0stkZvALS9UbJqi6PFlrMqrk2hQeCf9F7yKEocMkegzocbzJLMs5_PXGML74pPomAznJo7J7RkDyxfxUWFB-ASaBSkyTgDCXmsQGcPizLdFzvmJUq,,False,False,False
Project Sauna,ChIJzXIi7FxJXEgRGRYAwyEO_j4,Athlone,Westmeath,Leisure & Fitness,"Buccaneers RFC, Dubarry Park, Cornamagh, Athlone, Co. Westmeath, Ireland",https://projectsauna.com/,,5.0,6.0,ATCDNfXjjjraUf8CCi2bCjLKSWtn_Vbm6k4MqLJggX4nCemjxuObAvzgjlEk1QWt3UdzJbsLh056hZZ-35XdhNLr2vbDQSPQSMzou15nZmh9OYiRTr6_YveFseqVWtmwtBAOL3ny7fD3Rn-1XLro1onpwoBq0udiEVww0HDgi4goZK_JK2ScbjjbAiBUVFjzbhhVe1Aacb0RkR-kBx5GMUAoRvEzp9TBIzZMUC4ghuUz2eGgO8GCyKlmhV7xB-oH1844Vkx_FiIn0Rc7Iu12Nx9zqc3j4hL1Ku-2quB67Kq5epkUeQ,,False,False,False
KC Fitness Gym & Infrared Sauna,ChIJwUb2S81bXkgRa4DtTRDLMRg,Cavan,Cavan,Leisure & Fitness,"Unit 1, Tuam, Blacklion, Co. Cavan, F91 EEP2, Ireland",https://www.instagram.com/kc_fitness_blacklion/,,5.0,5.0,ATCDNfWYDXCy-lcgyaTn-_WjW11Qm_hMZxsEv8P1MhWOobDythfKb4WSNgtqLnFShDIU14UYtYGrBaYq_LxTnIVzFdXp-oOA41-aCH2HqPsb3i_w_osDIPkCuX_-CkWTAHBUa34RikOgccXgIcHq5hqbNagtv4XKSQ5xPje7BOus2TB_3h1dcP720a83AYrKPzm_VTXj2i4CQJDeZchCcWUSwQaQzO1g7KU8CUNDHrC3AAEdrtPJ-8H-LKeGWzplI2flDJ-Px4L2HVz38L04VTHE9IjPMri9b7-HJGiQuwKEa76_mg,Infrared,False,False,False
