name,place_id,address,city,county,category,lat,lng,website,phone,rating,reviews_count,photo_ref,heat_source,cold_plunge,outdoor,private_rooms,business_status,types,summary,reviews_text,fetched_at
Sea View Saunas,ChIJf5Xewos7Z0gRKdbiCAexXoM,"Bóthar an Teampaill, An Inse, Co. Contae na Mí, A92 A2P8, Ireland",Co. Contae na Mí,Carlow,Leisure & Fitness,53.6869549,-6.2400085,https://www.seaviewsaunas.net/,083 150 4700,5.0,29.0,ATCDNfWKuT8axvr-J1P__aVMLXEJa_u9UNgo2AFEOUaI0o3YqvdlLBAtXUinO8sttZgsGAc2e4VGR3Jndp2Nhtn6Zb1o5o1Brc35mSlgdziobJNwxVRpi5AuDiJr7wRKoe0CEZ4uKD75B1oOmc-ePia2mv2VXG2wdG10-yDAz2UZPXeqDI-tRwcwatw5s1Wk884qFb2bE5B9PWirjklxAtBCtZUfLqa-soM9YVG0bb5x7FUQ9KyPeeHsZPZC5aTO4-t1snPgKOYz9ZHqAOs-6Yc4DnzhVck8u_uhNIRpl3e8mfos2A,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"The views from the sauna were spectacular. An amazing experience. Well worth the trip 👌 || Seaview Sauna’s is best thing to come to laytown and Bettystown in a long time. To have this on our doorstep right beside the sea is a blessing. Sean is great to deal with and always so welcoming. Love coming down here || Visited here for the first time today. Sauna was perfect! Facilities really clean and owner was very welcoming. View from the sauna was amazing. Will definitely return again! || Wonderful barrel sauna by the coast in Laytown. Great setup and it's a lovely area with sea swimmers frequenting the beach and making use of the sauna. A great addition to the community promoting wellness culture. Recommend a visit. || Amazing evening sauna.  My skin was glowing, sea dipped 3 times and had the best sleep after. Very clean and the views are amazing. Will be a regular it’s such a boost to my health",2026-02-14T09:41:45.295228
Wood Fired Sauna Roscommon,ChIJBYGHUbSpXkgRmiDCrd4mrDU,"Errit Lodge, Gortaganny, Castlerea, Co. Roscommon, F45 EK28, Ireland",Roscommon,Leitrim,Leisure & Fitness,53.8075768,-8.6917584,https://bookwhen.com/woodfiredsaunalougherrit,087 784 7809,5.0,29.0,ATCDNfVx4mRcrtal_s0cMpHF9Q3a4Nt8NEpND_WYmBA77yPXEuLWIN1sAtVAoYIZvtV9_VAY8_jD_cFE-0hGIpiHd9GKudGDmpUwQVfO6OhvnWH4WoNkXKBUUkvSSPMapfSKVtoGUu8OcM6ekZfWSgl0TCF-Lt6sbJQ-KQkCj9mKYW1JP6bFLlfYUCW0CZpwQPyMsxJBDtE1Qz8qfqU7D4RnSrQjXeW3YNzWi48yHWoxyFObvcn4BTGUtX9pv2UCcT_LrnCxqMYVRWtc2e4xU-wwg8Q4ZTW2fyaP8aUliMq-m9qjgtJ5SLio65RaycgH74rOl_5UlIcCx6Snmek_PmVotpNwmaXsjG0F-X78TlGRILFAF9W8zvP9qsrwRjd4lgTZLuCRcKmq03vYDcfoz1kyfr1QH4UHBmJRWmuWzY-nEZWdv2o,Wood,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Best sauna in the area, near the lake so you can jump in when you get out and designated changing rooms so you don’t have to get changed in the rain || Wonderful, relaxed sauna and facilities in really peaceful, beautiful and surroundings. Highly recommend. || Brilliant spot during any kind of weather. The sauna is very easy to book and the lake is amazing. Perfect afternoon out with friends || Lovely sauna experience in a very beautiful location...wonderful community spirit on Sundays with Wim Hof group meeting at 11am..run by very nice people. || Lovely spot to jump in the lake, sound host.",2026-02-14T09:44:10.416662
Helios Sauna Rosslare,ChIJ10KUCoMZaEgR_bYKiRRfaXI,"7J98+JJJ, Walsheslough, Rosslare, Co. Wexford, Ireland",Wexford,Wexford,Leisure & Fitness,52.2690625,-6.383437499999999,http://heliossauna.ie/,085 824 6943,5.0,29.0,ATCDNfXVEBFKLCa63FMTEBre6hrDF_DF7edDXhaPGpvq4c6m6t7_iYS-7XZ7WC84mwu9oSaSVrH2PHFInv674MYEH6Zik_7_SR2r8c9BjTwUVJwsizPC6SUz44l8jebpARcvMOgqF_d7kd7J8LcWiKVQCA3pKjwm9ebbUn4NpPq6VMOtEtyKS3wwzGYJkcjUgC9n6ekXMsTvwRa2IA1MUdsRytSsWyIB0xTC_66CMVX7JUgzbdrfDUb6-2HqWN1M3vuoWuB14YTOMlD87OVdrPvBZQvsemN9OBhaTob8MBcnUxh8BA,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest",,"visited Helios Sauna Rosslare this evening with two friends and it was absolutely fantastic! The views were simply outstanding, and we were lucky that the sun came out to make it even more special.

We booked the 55-minute session and enjoyed three rounds in the sauna, with refreshing dips in the beautiful sea at Rosslare Strand in between. The sauna itself was absolutely spotless, beautifully maintained, and so inviting – it really added to the experience.

The service was excellent, and the standard overall was top-class. Next time I’ll definitely try the pizza and sauna evening, which is brilliant value at only €22.

Well worth the trip – highly recommend || Fab experience in Rosslare! Would highly reccomend, if you are thinking about it, just do it. We booked in for the hour and did 15mins in the sauna followed by a refreshing dip in the sea and repeat! Adam was a pleasure to deal with and I can't wait to book this in again! || Fantastic place, amazing views from the sauna, sea is nice and close so you can quickly go between dipping and being in the sauna! Lovely staff too! || Sceptical initially but this additional attraction to Rosslare has brought a friendly fun yet relaxed atmosphere to this special little location. It is a friendly well managed business and happy to see it's growing popularity over the Summer.   I would definitely recommend it. || Fabulous facilities in an unreal location. I had a great time there with my friends. All the staff were lovely and the manager was more than helpful to sort out any queries. I’ll definitely be coming back!",2026-02-14T09:45:59.293155
The Hot Rocks Sauna,ChIJW7T-piz5YEgRk3Kbk-e9-z4,"2 Derryola Bridge Rd, Aghalee, Craigavon BT67 0DJ, UK",Aghalee,Cavan,Leisure & Fitness,54.54206019999999,-6.3208728,https://thehotrockssauna.co.uk/,07521 272985,5.0,28.0,ATCDNfUMa-ZyLLlKqQ2EClpzN_xxFrHECs-iLwYD6-8fijBklA3wnB07PqVGQHrP80YTO86er5yPqfYsbj22qD0AGoURiztQVWze0Zv9fZ0P7mJBpXqiOahqRN42Xlqo4wPsWpfOz4Qc1Hj1xSa09AkKqcqr-noqNv72O1s5XkBBEC2uTvLtHOdW2RFzj6CszOdgdzKZa-AaJuUYfn70V_jItGMb-v3r5HkwlIzGlye8_PM1hyDK0PHssu9VX6dWUOeyv3cSUcHoreVIAudr52PsKICv7fUPEco2C8BsWPiyqHtEVw,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Fantastic experience, I can't wait to visit again. I recommend trying the sauna ritual, great relaxation, fun and good value for money. The hosts are wonderful and very experienced sauna masters. || I enjoyed a sauna session here and I cannot recommend it enough. Not having used a sauna in a long time, I received a friendly welcome and shown around the facility. It is very compact and there are never more than 6-8 people on site per session so it's never crowded. The peaceful surroundings and magnificent view onto Lough Neagh is very relaxing. The location itself is secluded and surrounded by fencing, offering great privacy. A true gem that has been going for more than one year already. || I had my first (won't be my last) trip here today. I did the 3 hour guided sauna ritual and it was an amazing experience,  not like any sauna I've done before. It far surpassed my expectations, the hosts were amazingly welcoming and knowledgeable. A fantastic way to spend a Sunday afternoon and the location is idyllic.  Thank you Andrea and Jacek, for a truly awesome afternoon! || Nestled on the shores of Lough Neagh, this sauna spot offers a serene and rejuvenating experience that's hard to match. The location itself is fab, with panoramic views of the vast lough, surrounded by lush greenery and a tranquil atmosphere that instantly soothes the soul.

The owners are friendly and attentive, ensuring that our visit was comfortable and enjoyable.
Highly recommended for a memorable and revitalising experience! || Absolutely 5* sauna. The owners are fully trained and knowledgeable about having  the best sauna experience for you. Very welcoming and  friendly.  Beautifully located on lough neagh. We had a 2 hour experience, in sauna, whisking, cold dip and forest bathing. You can go for dip in lough as well. Check out their website for services, packages and offers.",2026-02-14T09:41:58.639098
Samhradh's Sauna,ChIJLy_mAmFbRUgRFhqHHPwxog8,"Glosha, Cromane, Co. Kerry, V93 K2C5, Ireland",Co. Kerry,Kerry,Leisure & Fitness,52.11228,-9.9043121,http://www.samhradhssauna.com/,,5.0,28.0,ATCDNfWHiepKzHQ2egliyaKdgPcXHF94mJ-ABbveoNVhtzMaSd-2NAyHf6Ob4_43RiYHeXvT4BBx3JnvKoVJxhzuyS6l_ghgi5JEHm1a-LWzsaxZrUay4A4iGpdwqH6eh3_IBcavzRddMf7_7OgSv3h7SsQcG1Ew-WsnCn-A0dkcrBmERxMeCpvC6DVx3m2h9gNZiUIGb5vdPK0DIKOwNn73JwJCdNXlwFvtOsbG4FlmTBjIJe3mFrWYEPxxZ15RqEvQ9wrAnpgHiO4G0pTyGCC_0xWEZjASkyKosb0pewADQZdtrA,,True,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"A wonderful sauna experience overlooking the most beautiful landscape. Cromane beach is surrounded by the hills of both the Iveragh and Dingle peninsulas. The sauna has a large window so you can enjoy the view and it is right next to the sea so you can go for a swim and hop into the sauna for the dual benefits of cold water and hot sauna healing. The host is a lovely and inspiring woman. Definitely go if you're in the area - summer or winter as she's open year round. || A wonderful, well nurtured sauna with a fantastic view. Highly recommend. || Rain, hail or shine it’s amazing, all the elements, it’s one of the most revitalizing things to do! Thank you 🤩 || Lovely setting, great service. Look forward to doing it again! || We enjoyed this experience! And sauna is nice ! Thank you",2026-02-14T09:43:03.680614
Sliabh Liag Sauna,ChIJFVK-FBkjX0gRoNyxZnDOOno,"Pier, Rinnakill, Teelin, Co. Donegal, Ireland",Teelin,Donegal,Dedicated Sauna,54.62340349999999,-8.6328377,https://sliabhliagsauna.ie/,087 104 6567,5.0,27.0,ATCDNfXy-h8tg7XBBWkQ6VG5qDVgoTCHOqlAsqCj7pPXsmDBBzJy0RJRzwmq9xv6oXJFbq5OPa3JvrfdgX-aumVHlC-0_mkvzOEzV0Pslhy7KBGUFqUORcT-hPU0CWJ91NyjN1-T-IHU1bX3UM5IkbS3QWmuYZnqK7KvKHnX55DVlQTzh722E5E4H0G19M8fSGRJUmqaiIw79OcgAHApChfodVWgEHiqo9rY1HSl9EIDqTvg4aRxclm4MrRqKQy3dJCC1lYY2FaLCbBpPSDAIcGsfrg7reEFvY5-CTbqV7Z61tzV5w,,True,True,False,OPERATIONAL,"establishment, point_of_interest, spa",,"My partner and I booked a 30-minute session at the Sliabh Liag sauna on a Sunday evening in early October 2025. It was during Storm Amy, so it was the perfect way to warm up while waiting for better weather to go hiking. I only went into the ocean up to my hips because of the waves, but it was still invigorating. Afterwards, we had a beer next to the turf fire at The Rusty Mackerel. Awesome experience! || We knew we'd enjoy this, but had no idea HOW MUCH we'd enjoy this. A wonderful end to a day of hiking (and a night of pint-ing previously), leaving us both relaxed and energized. We also played around with the best order of things, which might be worth sharing:

1. 15 min sauna
2. Jump in the ocean
3. Outdoor shower
4. Cold plunge

... amazing spot, idea, staff and execution - a must for anyone who visits Teelin! || Had a wonderful experience here , guys were great, very easy booking process. Lovely location and the guys got it up nice and hot for us. Thanks guys will definitely be back to ye. || I was so happy to find this spot while on holidays in Glencolumbkille this week! Location is gorgeous and the view from the sauna is 10/10. The cold  bath was a lovely addition and then being able to get in for a swim too was great! I’ll definitely be back next year - thanks! || Absolutely amazing experience.
After a 13Km Sleive League hike a sea swim and sauna was the perfect end.
The lady at the sauna was very helpful and allowed us extra time
Very relaxed peaceful place.
A must do on your trip 👍",2026-02-14T09:42:39.311512
Sauna Castlerea,ChIJPSiLWEIdXEgRJ0K5UxhVzAM,"Cloonalis, Clonalis, Co. Roscommon, F45 N400, Ireland",Roscommon,Leitrim,Dedicated Sauna,53.7764696,-8.5266549,https://bookwhen.com/saunacastlerea,087 092 3195,5.0,27.0,ATCDNfWu8OkR5v_by56zCGnc3t4AWX-eTj3UqRbdMf4C0YZ_9uW2rJ-hZoEXOKmU_VgecM5GJpJTmwHr127cLmFVRhrdP8yeSlRBEkFe4HmWkd8kRGo9ltkuOk9DIM1m0ZW2kbCCD2JX2WbCKero8BWfIOFAIdM1mqEbwKeEZAFmM1Q0ktS6ZTnItU8aV9UxLaOe-8wF_66IwUPnwSxjE73td8HiYmzdxdZeADRe0OMrbGmiLz7z6FnJcOr9-0f0Q4tizQmzm_qzUI4KBzLs2-B7uZV3lgEum3eXoXgZ1nGS_ebRvJM58zzABHubh1jbEIvOLR07vWUf86T1NDuaoAkNkoPBBMZzqf_szWSacVnDtYrprh91ul5mTD4KrzVvhQSW3W9v1YvrtFgOblMfj-nR5dEXAvQjWNtjOeEsGtrhhbWpww,Wood,True,False,False,OPERATIONAL,"establishment, point_of_interest, spa",,"Inspiring. Peaceful.
Amazing little organic shop. The best gluten free bakery, home made, ever. The home made chocolate with marzipan inside is mind blowing. The home made jam, biscuits, scones, bread, are all delicious and impressive. It is a gluten free paradise and it tastes even better. Castlerea is lucky to have you. ❤️🌷 Lovely couple.
Soon massage will be offered. || We have just had the most relaxing afternoon here! The location is perfect, only a couple of mins from Castlerea but very quiet setting in the woods. Gorgeous views from the sauna and the afternoon tea was so delicious. Highly recommend a visit! || Had a wonderful time having afternoon tea after a cold plunge & sauna. It was a great experience & something different to do for a catch up with friends. The food was amazing & felt so good after the cold plunge & sauna. || Really enjoyed the sauna and cold plunge great way to relax for an evening. Highly recommend || Had an amazing couple of hours between the gorgeous sauna and the cold plunge followed by a beautiful Afternoon tea which was delicious. Definitely be back to fo it again soon ❤️",2026-02-14T09:44:07.917772
Croí Lán Sauna,ChIJyw7kYwCnZ0gR5Gcypqxh--g,"The Bog Meadow, Monastery, Enniskerry, Co. Wicklow, Ireland",Ennis,Wicklow,Leisure & Fitness,53.1944086,-6.1713494,https://www.croilan.com/,083 889 8239,5.0,26.0,ATCDNfVW-5RIrWPUwoLvXcXfuA2C0HmTKSH4KM29zbVup48cK0rC2e_aCy_dl_9jW0HLRRnVCUUUjTsQRNhjo_KGFcsKLKRaVU6qDmJ922FK1ifwQuN_kl863KLP9ULUgoYhMUDYqw7-a7jnymAb_35ETmKi8DPvQ3zILx3sVJemkNqa0jGaJSqcCaUOa6OJPVwz37cqA-Jg2f2p3p9M_AhSyVB12e_6xURjTEkv8rccbVLqo4MlV8WmJwOXyqWcfQUjeltFuGe2DjMh36H4jsYSEJ51HY3XHjdatPzc5d1yasrwTw,Wood,True,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Lovely atmosphere - nice and peaceful and really feel tucked away in nature.

Ice baths are freezing and the sauna is kept at a consistent heat.  The place is also kept very clean.

10/10 || My new favourite spot. Properly hot sauna. 2 cold plunge temps. Lovely cozy setting in the trees. Always available and free parking. And the guys are sound. Would Highly recommend checking it out. || I have been a handful of times since it has been open - the different setting sets it apart. Nestled away, cosy enough that you’re surrounded by the woodlands, the greenery and the tranquility of it all. The sauna, the view, the cold plunges, to the showers and changing rooms. The ambience as the evening sets and the lights come on against the wooded decor.

The simplicity is effective.

Would highly recommend. Sun, rain, hail and everything else. || Been a couple of times since opening - Most peaceful and relaxing setting placed right amongst overhanging trees. Couldn't recommend this place enough. Location,Staff ,Sauna and Ice baths are second to none!! || Lovely leafy setting, good wood sauna, nice cold tubs, highly recommend. Great watching the trees sway from the sauna. Very serene and easy to find. All the best!",2026-02-14T09:46:10.435191
Secret Garden Sauna,ChIJZZ69TRw7Z0gRr_T__E6jVG4,"Dublin Rd, Newtown, Drogheda, Co. Louth, A92 EPH2, Ireland",Drogheda,Louth,Leisure & Fitness,53.70794129999999,-6.327720600000001,https://secretgardensauna.ie/,,5.0,25.0,ATCDNfWPS9-w3xnyGHMEjS8F1UNQKJ3w5-zvPCiCPkkIl06j0iQT4ivyEeVFrZU4v1KdcghWbMOK5lyWhrWtSuzErxlwMDNBUSFzskGYkzvmgzWzdq-8NbgQC4Fv0hwlcmdQCzyfr30x8baULgPMgabhdp_WSRHX4AiEHJmRKW8D1cwERP2Qu_akDLqNWiLfSXumd2ciE5plPVQ7DFyQC1BjmTQwbKe6x-dj9ovbmj6IU6Mz9rR201IANCuiR2NqQXQ3h3aSt4FrXQHL48wb0dprGXGMwwzoypE52lYqVEkBr6sz9xLl6eJevuM_v86AjYSioyY_3hzOluYlyENPpDgVAty1ZMcJc4g5gHFLSzRW_IO6mKr0fTwgmO3XrQGSoxyJoJuTrHRVWqlSRo_pCvHIb_h9CsGxFksvQC7bgpG40qBmTsYz,,True,True,False,OPERATIONAL,"establishment, health, point_of_interest",,"What an amazing magical special place, ideal for an escape from crazy busy world.  Very kind staff and great experience. I feel rejuvenated || Best sauna I have ever tried. Two plunge pools and an ice bath aswells. Really nice setting and very relaxing. Staff are very friendly and are always ready to help. Definitely worth a visit. || It’s an awesome place to be
Very relaxing
Very cozy and the experience is wonderful || Excellent sauna with a great location. The staff are very friendly and always happy to help if you need them. The sauna is nice and spacious and there are plenty of plunge pools. Great facilities. || The best Sauna I’ve been to. Has everything that you need. The Sauna is very spacious and you can control the temperature which is a nice addition compared to other saunas I’ve been to. The ice bath is also great for recovery and the plunge pools offer a relaxing experience to contrast the heat from the sauna. Would definitely recommend.",2026-02-14T09:43:06.561998
The Sauna Shack,ChIJhyWFtkTXX0gRYa70Vu-6uJw,"162 Glenpark Rd, Omagh BT79 7SU, UK",162 Glenpark Rd,Unknown,Leisure & Fitness,54.6842477,-7.2526723,https://www.thesaunashack.uk/,,5.0,25.0,ATCDNfXKxn6W38GUcIj2EaWk30c9uovndoTxxNz-wc_j-ZpGH0CkEVu17PEftyArNejnAXLXWYDA1iwfi4LvNqrqQyjkRAq_zHvSUNswhTolVvg82zDIFBHBXntjBIm4As1gEQmtYHlXkhltP0ANUXvrCxbn5Hh9Bb4rz6lSbeijYQnN3vb2yIxfhd80AiCTTBohzb4uaHvd2TDc_-zIU20sBhaNBVX8giF1EBrO8ZfqXwGFJFS7rmp6DRejctjY9slRuSFBVlnYClpZuX8AnxNKe7yB-1GHSIcozK7f5Uca5LjbYA,,True,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Amazing place. Fantastic sauna and cold plunge facilities. So tranquil and in beautiful forest settings. I have been going with my partner for about a year and it’s just been made even better by a new hot tub next to the river. Really kind owner. 10/10 || Fantastic sauna in tranquil location. Perfect after mountain biking across the road in the forest park. Super hot followed by cold dip in the plunge pool or river flowing by. Handy changing are close by. Highly recommend! || Attended with a group booking. The setting was idyllic. You wouldn't believe it was alongside a road, you can hear the stream running past and look upto the night sky in between the trees. The sauna was rocking hot and to be able to hop into the cold plunge in between was exhilarating. We even had a dip in the stream. Fynn even provided us with a nice cup of tea to finish us off for the night. || Lovely wee spot in a picturesque location. One of the best designed saunas I’ve ever been in. There’s a river, cold plunge and overhead bucket for cooling down between sweats || I went with my 2 daughters for yoga stretching and sauna. We had a great time. The site is beautiful with the stream running through, it was all so relaxing. I would definitely recommend it.",2026-02-14T09:45:09.171666
